Player,Cmp,PassAtt,PassYds,PassTD,PassInt,Sk,YdsLost,PassLng,Rate,RushAtt,RushYds,RushTD,RushLng,Tgt,Rec,RecYds,RecTD,RecLng,Fmb,FL,FirstDPass,FirstDPassPer,IAY,IAYPerPA,CAY,CAYPerCmp,CAYPerPA,PassYAC,YACPerCmp,PassDrops,DropPer,BadThrow,BadPer,Bltz,Hrry,Hits,Prss,PrssPer,Scrm,YdsPerScr,FirstDRush,RushYBC,YBCPerAtt,RushYAC,YACPerAtt,RushBrkTkl,AttPerBr,FirstDRec,RecYBC,YBCPerR,RecYAC,YACPerR,ADOT,RecBrkTkl,RecPerBr,RecDrop,DropPerRec,RecInt,Rat
A.J. Brown,0,0,0,0,0,0,0,0,NA,0.11764705882352938,2.7647058823529407,0.05882352941176469,2.7647058823529407,6.117647058823529,4.0588235294117645,74.41176470588235,0.5882352941176471,34.76470588235294,0.05882352941176469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,22.5,22.5,0.5,1,3.3529411764705883,41,11.341176470588236,33.411764705882355,8.435294117647059,12.076470588235294,0.7647058823529411,3.5166666666666666,0.1176470588235294,2.3117647058823527,0.11764705882352938,113.59411764705882
A.J. Green,0,0,0,0,0,0,0,0,NA,0,0,0,0,7.294117647058823,4.0588235294117645,54.11764705882353,0.29411764705882354,18.647058823529413,0.1176470588235294,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.333333333333333,42.35294117647059,10.269230769230768,11.764705882352942,3.0076923076923077,11.994117647058824,0.1176470588235294,6,0.4117647058823529,5.923529411764706,0.23529411764705876,80.22941176470589
Aaron Jones,0,0,0,0,0,0,0,0,NA,14,72.05882352941177,0.7647058823529411,23.705882352941178,3.6470588235294117,2.7058823529411766,18.11764705882353,0.05882352941176469,9.647058823529411,0.1764705882352941,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6470588235294117,40,2.735294117647059,32.05882352941177,2.264705882352941,0.7647058823529411,11.1625,0.75,-0.6875,-0.20714285714285707,19.9375,6.392857142857142,1.5,0.25,2.6666666666666665,0.25,10.10625,0,79.51875
Aaron Rodgers,23.705882352941178,37.470588235294116,284.8235294117647,2.411764705882353,0.2941176470588235,1.5882352941176472,12.411764705882353,43.76470588235294,106.5764705882353,2.2941176470588234,11.882352941176471,0,6.090909090909091,0,0,0,0,0,0.2941176470588235,0.1176470588235294,13.470588235294118,34.91764705882353,333,8.776470588235293,152.64705882352942,6.452941176470588,4.1117647058823525,132.1764705882353,5.58235294117647,1.588235294117647,4.770588235294118,6.882352941176471,19.123529411764707,11.058823529411764,3.8235294117647056,2.5294117647058822,7.9411764705882355,19.2,1.6470588235294117,7.3307692307692305,0.8125,10.75,4.35625,1.875,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Humphries,0,0,0,0,0,0.0588235294117647,0,0,NA,0.0588235294117647,0.411764705882353,0,0.411764705882353,5,3.6470588235294117,36.11764705882353,0.47058823529411764,16.764705882352942,0.0588235294117647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,0,0,0,NA,2.25,20.352941176470587,6.9625,15.764705882352942,4.3,8.729411764705882,0.0588235294117647,8,0.17647058823529416,2.0411764705882347,0,102.03529411764706
Adam Shaheen,0,0,0,0,0,0,0,0,NA,0,0,0,0,1.7647058823529411,1.1764705882352942,10.588235294117647,0.1764705882352941,8.235294117647058,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2857142857142858,4.588235294117647,4.007692307692308,6,4.3,4.41764705882353,0.2941176470588235,1.4333333333333333,0,0,0,81.10588235294118
Adam Thielen,0,0,0,0,0,0,0,0,NA,0.2941176470588235,0.9411764705882352,0.0588235294117647,0.9411764705882352,7.705882352941176,5.529411764705882,70.6470588235294,0.6470588235294118,28.529411764705884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.8,1.8,1.4,1.4,0.2,1,3.4705882352941178,46.76470588235294,8.964705882352941,23.88235294117647,4.458823529411765,11.052941176470588,0.2941176470588235,4,0.2352941176470588,3.9176470588235293,0.1176470588235294,111.23529411764706
Adrian Peterson,0,0,0,0,0,0,0,0,NA,13.705882352941178,62.411764705882355,0.4117647058823529,18.705882352941178,1.7647058823529411,1.1764705882352942,7.882352941176471,0.05882352941176469,6.588235294117648,0.11764705882352938,0.11764705882352938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0625,31.705882352941178,2.041176470588235,30.705882352941178,2.152941176470588,1,10.311111111111112,0.4666666666666667,-2.0625,-1.7333333333333334,10.4375,9.358333333333333,-1.95,0.375,1.125,0.1875,15.625,0,79.2625
Albert Wilson,0.1176470588235294,0.1764705882352941,4.235294117647059,0.05882352941176469,0,0.0588235294117647,0.5882352941176471,4.235294117647059,121.85000000000001,0.6470588235294119,3.8235294117647056,0,3.625,4.764705882352941,3.5294117647058822,33.76470588235294,0.1764705882352941,16.8125,0,0,1,75,19.5,14.5,8,8,8.75,28,28,0,0,0.5,25,1,0,0,0,0,0,NA,0.42857142857142855,5.2857142857142865,3.4285714285714284,4,2.2857142857142856,0.14285714285714288,2,1.8125,12,3.3941176470588235,21.764705882352942,7.029411764705882,6.6,0.1764705882352941,4.666666666666667,0.1764705882352941,2.5588235294117645,0.1176470588235294,86.98823529411764
Alec Ingold,0,0,0,0,0,0,0,0,NA,0.588235294117647,1.1176470588235294,0,1.1176470588235294,1.1176470588235294,0.823529411764706,6.352941176470589,0.1176470588235294,5.705882352941176,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9000000000000001,0.9000000000000001,1,1,0,NA,1.25,2.6,1.7555555555555555,8.2,6.222222222222222,2.74,0.10000000000000002,1,0.20000000000000004,6.669999999999999,0,88.49
Alex Armah,0,0,0,0,0,0,0,0,NA,0.8823529411764706,1.6470588235294117,0.1764705882352941,1.5882352941176472,0.3529411764705882,0.2941176470588235,1.7058823529411764,0,1.7058823529411764,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9166666666666667,0.7916666666666667,1.4166666666666667,1.2083333333333333,0,NA,1,1.1666666666666665,1.4,3.666666666666667,4.4,1.5,0,NA,0.16666666666666669,16.666666666666664,0,84.03333333333333
Alex Erickson,0,0.0588235294117647,0,0,0,0,0,0,39.6,0.411764705882353,2.411764705882353,0,3.0588235294117645,3.352941176470588,2.1176470588235294,24.235294117647058,0,12.588235294117649,0.1764705882352941,0.11764705882352938,0,0,21,21,0,NA,0,0,NA,0,0,1,100,1,0,1,1,100,0,NA,0.4,4,4.916666666666666,2.833333333333333,2.0833333333333335,0,NA,2.1,12.9375,5.014285714285714,12.8125,4.435714285714286,8.48125,0.0625,2,0.1875,2.9749999999999996,0.0625,78.825
Alex Smith,20.705882352941178,32,211.7058823529412,0.823529411764706,0.7647058823529411,2.411764705882353,14.882352941176471,31.88235294117647,80.37647058823529,2.647058823529412,9.294117647058822,0.05882352941176469,1,0,0,0,0,0,0.4117647058823529,0.05882352941176469,10,28.17058823529412,216.23529411764707,6.864705882352942,100.88235294117646,4.829411764705882,3.0470588235294116,110.82352941176471,5.382352941176471,1.2941176470588236,4.229411764705882,5.470588235294118,19.094117647058823,8,4.764705882352941,2.8823529411764706,10.058823529411764,28.482352941176472,1.2352941176470589,6.554545454545455,0.9285714285714286,7.642857142857144,1.8285714285714283,3.642857142857143,2.5142857142857142,0.07142857142857144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,0,0,0,0,0,0,0,0,NA,7.588235294117647,33.8235294117647,0.0588235294117647,13.764705882352942,1.2352941176470589,1.0588235294117647,8.294117647058822,0,4,0.05882352941176469,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076923076923077,18.176470588235293,2.5352941176470587,15.647058823529411,1.6647058823529413,0.4705882352941176,12.285714285714286,0.8571428571428571,2.375,1.35,15.25,5.375,2.5125,0.125,4,0,0,0,87.8625
Alfred Morris,0,0,0,0,0,0,0,0,NA,7.588235294117647,32.294117647058826,0.1764705882352941,12.882352941176471,0.7058823529411764,0.4705882352941176,3.6470588235294117,0.0588235294117647,2.705882352941176,0.11764705882352938,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4285714285714284,15.52941176470588,1.9058823529411764,16.764705882352942,1.8941176470588235,0.588235294117647,7.9,0.5714285714285714,0.3333333333333334,-0.2142857142857142,6.555555555555555,6.785714285714286,0.0555555555555557,0.33333333333333337,1,0,0,0.11111111111111109,75.76666666666667
Allen Hurns,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.235294117647059,2.176470588235294,30.235294117647058,0.1764705882352941,17.647058823529413,0.1176470588235294,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4285714285714286,21.11764705882353,10.241176470588236,9.117647058823529,4.276470588235294,11.970588235294118,0.05882352941176469,1,0.23529411764705882,5.394117647058823,0.0588235294117647,94.21176470588236
Allen Lazard,0,0,0,0,0,0,0,0,NA,0.1764705882352941,2.235294117647059,0,2.235294117647059,4.9411764705882355,3.411764705882353,45.294117647058826,0.2941176470588235,23.11764705882353,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666666666666666,9.333333333333334,9.333333333333334,3.3333333333333335,3.3333333333333335,0.33333333333333337,1,2.3529411764705883,27.294117647058822,7.211764705882353,18,5.258823529411765,11.047058823529412,0,NA,0.411764705882353,7.958823529411764,0,103.35882352941177
Allen Robinson,0,0,0,0,0,0,0,0,NA,0.0588235294117647,0.5294117647058824,0,0.5294117647058824,10.117647058823529,6.647058823529412,77.05882352941177,0.23529411764705882,26,0.0588235294117647,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,3,3,0,NA,4,55.705882352941174,8.570588235294117,21.352941176470587,3.123529411764706,10.023529411764706,0.4705882352941176,4.7,0.4117647058823529,3.9000000000000004,0.2941176470588235,85.0235294117647
Alshon Jeffery,0,0,0,0,0,0,0,0,NA,0,0,0,0,6.411764705882353,4.352941176470589,49.588235294117645,0.5294117647058824,17.823529411764707,0.05882352941176469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36.588235294117645,9.242857142857144,13,2.7285714285714286,11.429411764705883,0.1176470588235294,5,0.2352941176470588,3.2647058823529407,0.1176470588235294,95.28823529411765
Alvin Kamara,0,0,0,0,0,0,0,0,NA,12.941176470588236,58.294117647058826,0.588235294117647,16.333333333333332,5.705882352941177,4.588235294117647,35.05882352941177,0.1176470588235294,17.4,0.2352941176470588,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0588235294117645,32.17647058823529,2.476470588235294,26.11764705882353,2.011764705882353,1.5882352941176472,8.738461538461538,1.7058823529411764,3.294117647058824,2.1875,31.764705882352942,7.34375,2.8176470588235296,0.5294117647058824,4.675,0.2352941176470588,8.047058823529412,0.05882352941176469,87.32941176470588
Amari Cooper,0,0,0,0,0,0,0,0,NA,0.4117647058823529,1.5882352941176472,0,2.2352941176470593,5.9411764705882355,3.9411764705882355,43.94117647058823,0.1764705882352941,18.764705882352942,0.1176470588235294,0.1176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1.75,3.5,3.333333333333333,0.16666666666666669,1,2.923076923076923,31.11764705882353,7.86875,12.823529411764705,3.1625,9.83529411764706,0.1764705882352941,2.5,0.2352941176470588,2.9,0.1764705882352941,82.04705882352941
Ameer Abdullah,0,0,0,0,0,0,0,0,NA,1.8235294117647058,9,0,5.294117647058824,1.5882352941176472,1.1764705882352942,7.882352941176471,0.05882352941176469,5.647058823529411,0.05882352941176469,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8888888888888888,8.083333333333332,3.2333333333333334,4.666666666666667,1.6166666666666667,0.16666666666666666,3,0.7,1.1428571428571432,0.6545454545454547,8.428571428571429,7.245454545454545,0.3999999999999999,0,NA,0,0,0.07142857142857144,82.87142857142857
Andy Dalton,19.41176470588235,31.352941176470587,218.70588235294116,1.2352941176470589,0.7058823529411764,2.2941176470588234,15.705882352941178,34.11764705882353,85.23529411764706,2.1176470588235294,6.882352941176471,0.23529411764705882,3.583333333333333,0,0,0,0,0,0.4705882352941176,0.23529411764705876,11.375,32.91875,231.70588235294116,7.094117647058823,118.17647058823529,6.2125,3.7176470588235295,100.52941176470588,5.1125,1.647058823529412,4.652941176470589,5.0588235294117645,15.058823529411764,10.588235294117647,3,1.352941176470588,6.647058823529411,22.894117647058824,0.9411764705882353,7,0.8571428571428571,4.142857142857143,1.3714285714285712,4.2142857142857135,1.6285714285714288,0.07142857142857145,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Isabella,0,0,0,0,0,0,0,0,NA,0.2941176470588235,0.5294117647058825,0,0.23529411764705918,2.588235294117647,1.5294117647058822,17.823529411764703,0.1176470588235294,12.882352941176471,0.0588235294117647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.25,0.125,1,0.75,0,NA,1.8333333333333333,10.599999999999998,5.015384615384615,9.6,5.176923076923077,10.453333333333333,0.2,1.25,0.13333333333333336,4.44,0.20000000000000004,68.16
Andy Janovich,0,0,0,0,0,0,0,0,NA,0.1764705882352941,0.3529411764705882,0.05882352941176469,0.3529411764705882,1.1176470588235294,0.8823529411764706,9.823529411764707,0.05882352941176469,9.117647058823529,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.33333333333333337,0.33333333333333337,1.6666666666666667,1.6666666666666667,0,NA,1,3.9333333333333327,4,7.2,7.346153846153846,4.166666666666666,0.13333333333333336,1,0.06666666666666667,6.666666666666667,0,92.90666666666667
Anthony Firkser,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.0588235294117645,2.1176470588235294,22.705882352941178,0.0588235294117647,13.294117647058824,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7692307692307692,13.235294117647058,6.3133333333333335,9.470588235294118,5.086666666666667,7.129411764705883,0,NA,0.05882352941176469,1.4705882352941178,0.05882352941176469,87.31176470588235
Anthony Miller,0,0,0,0,0,0,0,0,NA,0.2352941176470588,0.8823529411764705,0,0.9411764705882352,4.647058823529411,2.8235294117647056,32.82352941176471,0.1176470588235294,14.294117647058822,0.2352941176470588,0.1176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5,3.833333333333333,0,0,0,NA,2.5,24.625,7.4714285714285715,10.25,3.1357142857142857,10.25625,0,NA,0.0625,1.25,0.1875,74.98125
Antonio Brown,0,0.05882352941176469,0,0,0,0,0,0,39.6,0.0588235294117647,0.2941176470588236,0,0.3125,10.647058823529411,6.647058823529412,83.88235294117646,1,33.0625,0,0,0,0,12,12,0,NA,0,0,NA,0,0,1,100,0,0,1,1,100,0,NA,1,5,5,0,0,0,NA,4.0588235294117645,47.17647058823529,7.41764705882353,36.705882352941174,5.676470588235294,10.758823529411766,0.5294117647058824,5.928571428571429,0.1764705882352941,1.4764705882352942,0.588235294117647,100.95294117647059
Antonio Callaway,0,0,0,0,0,0,0,0,NA,0.1176470588235294,0.41176470588235287,0,0.9375,4.411764705882353,2.2941176470588234,30.11764705882353,0.1176470588235294,22.5,0.05882352941176469,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3.5,0,0,0,NA,1.6153846153846154,15.823529411764707,6.673333333333334,14.294117647058822,6.073333333333333,11.447058823529412,0.1764705882352941,2.6666666666666665,0.47058823529411764,8.458823529411765,0.3529411764705882,75.90588235294118
Auden Tate,0,0,0,0,0,0,0,0,NA,0,0,0,0,4.294117647058823,2.235294117647059,26.352941176470587,0.0588235294117647,12.470588235294118,0.0588235294117647,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,18.176470588235297,6.835714285714285,8.176470588235295,3.7214285714285715,10.01764705882353,0.1176470588235294,6.5,0.2352941176470588,3.782352941176471,0.0588235294117647,66.44705882352942
Austin Ekeler,0,0,0,0,0,0,0,0,NA,9.470588235294118,40.705882352941174,0.2352941176470588,14.588235294117647,6.411764705882353,5.0588235294117645,40.64705882352941,0.2352941176470588,16.88235294117647,0.1176470588235294,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9411764705882353,19.352941176470587,1.9117647058823528,21.352941176470587,2.1823529411764704,0.5882352941176471,9.3,1.9411764705882353,-5.9411764705882355,-1.1,46.588235294117645,11.0875,-0.22941176470588234,0.3529411764705882,7.5,0.05882352941176469,0.7352941176470589,0.1176470588235294,87.3529411764706
Austin Hooper,0,0,0,0,0,0,0,0,NA,0,0,0,0,6.470588235294118,5.0588235294117645,49.23529411764706,0.4117647058823529,17.0625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4285714285714284,29.647058823529413,5.875,19.588235294117645,4.00625,6.647058823529412,0.29411764705882354,5.375,0.2352941176470588,8.382352941176473,0,104.94705882352942
Baker Mayfield,21.58823529411765,35.35294117647059,245.47058823529412,1.5882352941176472,1.0588235294117647,1.7647058823529411,11.588235294117647,37,86.07058823529411,2.176470588235294,6.823529411764706,0.05882352941176469,5.3,0.0588235294117647,0,0,0,0,0.5294117647058824,0.2352941176470588,12.117647058823529,34.09411764705882,306.6470588235294,8.611764705882353,138.52941176470588,6.523529411764706,4.076470588235294,106.94117647058823,4.947058823529412,1.9411764705882353,5.482352941176471,6.294117647058823,18.74705882352941,12.117647058823529,4.647058823529412,2.2941176470588234,8.705882352941176,22.482352941176472,1.0588235294117647,6.781818181818182,0.7857142857142858,6.071428571428571,2.342857142857143,2.2142857142857144,0.9571428571428571,0.07142857142857144,2,0,0,NA,0,NA,12,0,NA,0,0,1,0
Ben Roethlisberger,25.941176470588236,38.05882352941177,267.1764705882353,1.9411764705882353,0.8235294117647061,1.2352941176470589,9.294117647058824,43.294117647058826,96.90588235294118,1.7058823529411764,2.11764705882353,0.0588235294117647,2.2999999999999994,0.05882352941176469,0.05882352941176469,-0.05882352941176469,0,0,0.23529411764705876,0,12.764705882352942,32.576470588235296,281.11764705882354,7.41764705882353,126.76470588235294,4.882352941176471,3.3,140.41176470588235,5.411764705882353,2,5.141176470588236,5.588235294117647,15.152941176470588,9.588235294117647,2.764705882352941,2.2941176470588234,6.294117647058823,16.129411764705882,0.2941176470588235,7.5,0.6153846153846154,2.0769230769230775,1.2615384615384615,0.6923076923076923,0.26153846153846155,0,NA,0,0,0,-1,-1,0,0,NA,0,0,0,79.2
Ben Watson,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.2941176470588234,2.5294117647058822,28.588235294117645,0.05882352941176469,16.294117647058822,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9230769230769231,19.235294117647058,8.594117647058823,9.352941176470589,3.8588235294117648,10.070588235294117,0.1764705882352941,1.6666666666666667,0.1764705882352941,5.294117647058823,0.05882352941176469,93.24705882352941
Bennie Fowler,0,0,0,0,0,0,0,0,NA,0.0588235294117647,1.1764705882352942,0,1.1764705882352942,3.5294117647058822,2.235294117647059,22.764705882352942,0.05882352941176469,12.588235294117647,0.05882352941176469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,17,3,3,0,NA,1.4375,16.58823529411765,6.76875,6.176470588235294,3.975,8.870588235294118,0.2352941176470588,2.25,0.2352941176470588,4.076470588235294,0.2352941176470588,77.33529411764705
Benny Snell Jr.,0,0,0,0,0,0,0,0,NA,7.352941176470589,26.88235294117647,0.1764705882352941,8.882352941176471,0.47058823529411764,0.29411764705882354,0.5882352941176471,0,0.5294117647058825,0.1764705882352941,0.1176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9090909090909092,9.647058823529411,0.8411764705882353,17.235294117647058,2.876470588235294,0.4705882352941176,8.06,0,-1.8333333333333335,-2.625,3.5,4.5,-2.55,0.16666666666666666,1,0,0,0,66.55
Bilal Powell,0,0.0588235294117647,0,0,0,0,0,0,39.6,7.470588235294118,31.176470588235297,0,11.176470588235293,1.6470588235294121,1,8.117647058823529,0.05882352941176469,4,0.1176470588235294,0.0588235294117647,0,0,13,13,0,NA,0,0,NA,0,0,1,100,0,0,0,0,0,0,NA,2,14.705882352941178,1.8941176470588235,16.470588235294116,2.152941176470588,0.47058823529411764,10.7,0.3333333333333333,1.545454545454545,0.38750000000000007,11,5.9,4.527272727272727,0.18181818181818177,3.5,0.18181818181818177,7.572727272727274,0.0909090909090909,64.95454545454545
Blake Bell,0,0,0,0,0,0,0,0,NA,0.0588235294117647,0.1176470588235294,0,0.1176470588235294,1.588235294117647,1,8.647058823529411,0,6.411764705882353,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,NA,1.3333333333333333,5.411764705882353,4.423076923076923,3.235294117647059,3.0384615384615383,5.082352941176471,0.1764705882352941,1.3333333333333333,0.1764705882352941,10.782352941176471,0,76.79411764705883
Blake Jarwin,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.1176470588235294,2.3529411764705883,27.764705882352942,0.2941176470588235,14.764705882352942,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7142857142857142,18.235294117647058,7.05,9.529411764705882,4.15625,8.341176470588236,0.1176470588235294,3.5,0.1764705882352941,4.758823529411765,0.0588235294117647,98.64705882352942
Boston Scott,0,0,0,0,0,0,0,0,NA,5.352941176470589,22.176470588235297,0.2941176470588235,10.47058823529412,2.411764705882353,1.7647058823529411,17.764705882352942,0.0588235294117647,8.823529411764707,0.2352941176470588,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8333333333333335,12.8125,2.7,10.75,1.95625,0.25,4.25,1.4444444444444444,0.25,0.2799999999999998,24.916666666666664,9.97,1.7166666666666666,0,NA,0.08333333333333333,1.3916666666666668,0,89.55833333333334
Brandin Cooks,0,0,0,0,0,0,0,0,NA,0.2352941176470588,2.0588235294117645,0,1.4705882352941178,7.411764705882353,4.588235294117647,62.294117647058826,0.3529411764705882,21.88235294117647,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15.5,7.15,2,1.35,0,NA,3.769230769230769,43.705882352941174,9.292857142857143,18.58823529411765,4.585714285714286,12.805882352941177,0.2352941176470588,3,0.23529411764705882,7.394117647058824,0.2352941176470588,82.91176470588235
Braxton Berrios,0,0,0,0,0,0,0,0,NA,0.1764705882352941,1.7058823529411766,0,1.6470588235294121,3.235294117647059,2.176470588235294,26.176470588235297,0.1764705882352941,18.058823529411764,0.0588235294117647,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,11,8,3.5,2.5,0,NA,1.6666666666666667,10,4.7,16.176470588235293,10.385714285714286,9.323529411764707,0.1176470588235294,1,0.23529411764705876,6.170588235294117,0,89.2
Breshad Perriman,0,0,0,0,0,0,0,0,NA,0.2352941176470588,0,0,-0.11764705882352973,4,2,39.17647058823529,0.23529411764705876,21.352941176470587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.3333333333333333,-2.333333333333333,1.3333333333333333,0.8333333333333334,0,NA,2.3636363636363638,29.941176470588236,14.823076923076924,9.235294117647058,5.030769230769231,16.53529411764706,0.05882352941176469,7,0.1176470588235294,2.3117647058823527,0.23529411764705876,73.18823529411765
Brian Hill,0,0,0,0,0,0,0,0,NA,6,29.41176470588235,0,13.058823529411764,1.2352941176470589,0.9411764705882352,5.9411764705882355,0,4.411764705882352,0.05882352941176469,0.05882352941176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5714285714285714,16.941176470588236,3.176470588235294,12.470588235294118,1.9470588235294117,0.1764705882352941,7,0.3,2.4545454545454546,2.15,6.7272727272727275,4.6875,1.727272727272727,0.45454545454545453,1.3333333333333333,0.18181818181818177,12.118181818181817,0,78
C.J. Ham,0,0,0,0,0,0,0,0,NA,0.411764705882353,1.4705882352941178,0,1.4117647058823528,1.5294117647058822,0.8823529411764706,8.294117647058822,0,5.882352941176471,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,3.3333333333333335,3,0.8333333333333333,0.8333333333333333,0,NA,1.2,0.9230769230769229,1.775,9.923076923076923,7.7125,2.4076923076923076,0.15384615384615385,2.5,0.23076923076923075,11.538461538461542,0,72.62307692307692
C.J. Uzomah,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.235294117647059,2.4705882352941178,26.176470588235293,0.11764705882352938,15.176470588235293,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.090909090909091,12.823529411764705,5.25,13.352941176470589,5.55,6.017647058823529,0.05882352941176469,2,0.2352941176470588,6.570588235294117,0,94.10588235294118
